City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,kidal,18.4411,1.4078,17.74,12,40,4.67,ML,1733693193
286,colonia,50.9333,6.95,5.54,87,75,4.63,DE,1733693194
287,urumqi,43.801,87.6005,-9.47,86,75,2.0,CN,1733693195
288,marsh harbour,26.5412,-77.0636,21.45,62,9,4.98,BS,1733693196
289,yeed,4.55,43.0333,28.74,25,100,4.48,SO,1733693115
290,songyang,34.4553,113.0281,2.23,50,99,1.04,CN,1733693199
291,port macquarie,-31.4333,152.9167,21.71,99,99,0.45,AU,1733693200
292,yemetsk,63.4721,41.7941,-7.19,93,100,2.62,RU,1733693201
293,shindand,33.3029,62.1474,-0.16,46,0,1.99,AF,1733693202
294,takoradi,4.8845,-1.7554,27.0,82,8,2.7,GH,1733693203
295,tomatlan,19.9333,-105.25,32.0,43,100,2.13,MX,1733693204
296,hanzhong,33.0728,107.0303,4.59,55,73,0.26,CN,1733693205
297,kimberley,-28.7323,24.7623,20.83,26,18,0.51,ZA,1733693206
298,port elizabeth,-33.918,25.5701,21.29,85,100,2.57,ZA,1733693208
299,inarajan village,13.2736,144.7484,27.66,86,50,5.82,GU,1733693209
300,chela,34.069,104.4619,-5.6,97,100,0.98,CN,1733693210
301,wenchang,30.904,118.4887,2.52,58,65,2.04,CN,1733693211
302,vila do maio,15.1333,-23.2167,24.59,74,100,6.07,CV,1733693212
303,ishigaki,24.3448,124.1572,19.07,68,75,5.14,JP,1733693063
304,nadym,65.5333,72.5167,-14.03,89,100,7.76,RU,1733693214
305,ta`u,-14.2336,-169.5144,24.08,92,100,0.99,AS,1733693215
306,sandnessjoen,66.0217,12.6316,4.12,65,75,4.12,NO,1733693216
307,torrington,41.8007,-73.1212,7.8,64,99,1.34,US,1733693218
308,armacao de buzios,-22.7469,-41.8817,25.09,91,90,4.08,BR,1733693219
309,ambodifotatra,-16.9833,49.85,26.22,73,49,3.77,MG,1733693220
310,caarapo,-22.6342,-54.8222,23.09,91,100,4.65,BR,1733693221
311,crane,31.3974,-102.3501,21.35,19,0,11.58,US,1733693211
312,stephenville,32.2207,-98.2023,18.07,63,0,4.63,US,1733693224
313,shenjiamen,29.9576,122.298,9.89,62,100,4.36,CN,1733693225
314,kulhudhuffushi,6.6221,73.07,27.19,76,71,3.03,MV,1733693226
315,morwell,-38.2333,146.4,13.69,67,3,1.49,AU,1733693227
316,north saanich,48.6663,-123.4193,9.9,82,20,1.54,CA,1733693229
317,chandler,33.3062,-111.8412,23.94,29,0,2.06,US,1733693230
318,akhmet'a,42.0311,45.2075,4.17,70,99,1.58,GE,1733693231
319,vallenar,-28.5708,-70.7581,26.94,21,0,4.57,CL,1733693232
320,dwarka,22.2394,68.9678,22.85,36,22,6.31,IN,1733693234
321,sabang,5.8933,95.3214,28.23,70,43,2.69,ID,1733693236
322,cedeira,43.6797,-8.0209,9.99,70,30,9.77,ES,1733693237
323,jutai,-5.1833,-68.9,23.73,98,100,0.43,BR,1733693239
324,bodo,67.28,14.405,4.02,63,75,9.26,NO,1733693240
325,grafton,42.207,-71.6856,7.39,61,100,6.69,US,1733693231
326,zambezi,-13.5432,23.1047,18.11,96,100,2.03,ZM,1733693242
327,tshela,-4.9833,12.9333,23.17,100,100,0.28,CD,1733693243
328,kailua-kona,19.6406,-155.9956,28.09,73,0,4.12,US,1733693244
329,port alberni,49.2413,-124.8028,6.63,93,91,0.89,CA,1733693245
330,terbanggi besar,-4.8667,105.2333,25.03,92,100,2.38,ID,1733693247
331,nemuro,43.3236,145.575,-1.51,68,49,7.09,JP,1733693016
332,warrnambool,-38.3833,142.4833,12.76,77,100,2.63,AU,1733693051
333,ljusdal,61.8288,16.0913,0.67,78,23,4.01,SE,1733693250
334,scarborough,54.2797,-0.4044,8.24,71,58,4.47,GB,1733692793
335,souillac,-20.5167,57.5167,25.21,88,75,1.54,MU,1733693252
336,labrador city,52.9463,-66.9114,-15.46,79,75,1.03,CA,1733693253
337,selfoss,63.9331,-20.9971,8.91,97,100,13.77,IS,1733693254
338,kendari,-3.945,122.4989,24.96,94,100,0.72,ID,1733693255
339,necochea,-38.5473,-58.7368,15.78,49,23,5.82,AR,1733693256
340,boende,-0.2167,20.8667,23.17,68,38,1.37,CD,1733693258
341,hithadhoo,-0.6,73.0833,27.26,73,36,5.7,MV,1733693259
342,port moresby,-9.4431,147.1797,25.68,89,40,1.54,PG,1733693260
343,magong,23.5654,119.5863,19.43,77,96,15.09,TW,1733693261
344,east ballina,-28.8667,153.5833,24.98,89,60,2.89,AU,1733693262
345,pimentel,-6.8367,-79.9342,25.16,57,0,12.35,PE,1733693263
346,kingston,17.997,-76.7936,26.53,89,75,4.63,JM,1733693264
347,ketchikan,55.3422,-131.6461,5.26,91,100,2.57,US,1733693265
348,cidade velha,14.9167,-23.6167,25.26,65,100,4.63,CV,1733693266
349,paradip garh,20.3167,86.6167,21.22,82,49,1.67,IN,1733693268
350,rio grande,-32.035,-52.0986,16.95,64,71,6.02,BR,1733693269
351,frontera,26.9333,-101.45,12.86,88,100,5.14,MX,1733693270
352,laguna,38.421,-121.4238,17.84,56,0,2.57,US,1733693271
353,mzimba,-11.9,33.6,20.2,77,84,4.59,MW,1733693272
354,mckinleyville,40.9465,-124.1006,13.24,84,0,4.12,US,1733693110
355,nabire,-3.3667,135.4833,23.74,96,100,0.79,ID,1733693275
356,tamanrasset,22.785,5.5228,9.95,14,0,2.57,DZ,1733693276
357,tazacorte,28.629,-17.9293,19.54,73,40,4.63,ES,1733693277
358,cole harbour,44.6724,-63.4751,6.07,93,100,10.8,CA,1733693278
359,kupang,-10.1667,123.5833,26.32,94,40,1.54,ID,1733693279
360,klyuchi,52.2667,79.1667,-20.56,99,91,2.21,RU,1733693281
361,fada,7.25,4.0667,23.52,51,3,0.46,NG,1733693282
362,filadelfia,39.9523,-75.1638,14.14,42,75,5.66,US,1733692988
363,okha,53.5739,142.9478,-6.48,72,100,11.95,RU,1733693284
364,kapa'a,22.0752,-159.319,26.93,79,0,3.6,US,1733693285
365,port blair,11.6667,92.75,28.02,83,40,1.03,IN,1733693286
366,sanchursk,56.9413,47.2499,-5.33,93,100,5.03,RU,1733693287
367,choibalsan,48.0667,114.5,-10.83,77,14,2.86,MN,1733693288
368,iquitos,-3.7481,-73.2472,24.02,94,75,1.54,PE,1733693289
369,acajutla,13.5928,-89.8275,29.92,57,100,0.96,SV,1733693290
370,mao,39.8885,4.2658,11.31,66,20,2.57,ES,1733693293
371,esmeraldas,-19.7625,-44.3139,25.38,60,76,1.09,BR,1733693294
372,east wenatchee bench,47.4257,-120.2812,6.09,78,40,0.17,US,1733693295
373,chinde,26.8212,87.7095,13.99,67,0,2.73,NP,1733693296
374,watsa,3.0372,29.5355,19.03,61,16,1.38,CD,1733693298
375,kerikeri,-35.2268,173.9474,19.68,76,100,3.4,NZ,1733693299
376,yanchep,-31.55,115.6833,20.88,67,0,4.54,AU,1733693300
377,touros,-5.1989,-35.4608,26.39,77,14,6.44,BR,1733693301
378,rikaze,29.25,88.8833,-4.99,29,0,1.51,CN,1733693302
379,mankachar,25.5333,89.8667,16.91,82,30,1.32,IN,1733693303
380,loiza,18.4313,-65.8802,28.04,81,46,4.75,PR,1733693304
381,fort bragg,35.139,-79.006,18.91,34,0,4.12,US,1733693305
382,brisas de zicatela,15.8369,-97.0419,29.29,79,20,3.6,MX,1733693306
383,lautoka,-17.6167,177.4667,29.92,66,20,2.06,FJ,1733693127
384,qinzhou,21.95,108.6167,13.9,49,94,1.99,CN,1733693309
385,richards bay,-28.783,32.0377,23.88,90,81,1.58,ZA,1733693310
386,xilin hot,43.9667,116.0333,-12.64,84,3,3.16,CN,1733693311
387,tofol,5.3248,163.0078,28.19,80,99,6.98,FM,1733693312
388,conselheiro pena,-19.1722,-41.4722,28.93,65,84,1.84,BR,1733693313
389,luderitz,-26.6481,15.1594,19.69,59,12,8.42,NA,1733693314
390,lahaina,20.8783,-156.6825,29.0,79,2,2.55,US,1733693315
391,lata,40.1629,-8.3327,4.66,82,0,2.05,PT,1733693316
392,carbonear,47.7332,-53.2148,-0.92,77,82,2.91,CA,1733693318
393,geraldton,-28.7667,114.6,21.23,88,100,5.66,AU,1733693319
394,lundazi,-12.2929,33.1782,22.13,69,98,3.94,ZM,1733693321
395,fortuna,40.5982,-124.1573,13.85,84,40,4.63,US,1733693322
396,silale,55.4906,22.1814,1.93,96,100,5.27,LT,1733693323
397,zheshart,62.0731,49.5733,-9.16,98,87,1.55,RU,1733693324
398,west fargo,46.875,-96.9004,2.23,88,100,3.09,US,1733693325
399,sandakan,5.8402,118.1179,24.82,100,40,2.24,MY,1733693327
400,fort st. john,56.2499,-120.8529,-2.06,100,75,3.6,CA,1733693328
401,roxas,11.5853,122.7511,26.63,88,100,6.03,PH,1733693329
402,tual,-5.6667,132.75,27.41,83,94,5.66,ID,1733693330
403,gadzhiyevo,69.2551,33.3362,-0.01,84,100,9.08,RU,1733693331
404,anchau,10.9597,8.3916,17.73,27,100,2.34,NG,1733693332
405,pingxiang,27.6167,113.85,7.44,64,75,1.49,CN,1733693333
406,mount gambier,-37.8333,140.7667,12.72,72,83,0.84,AU,1733693334
407,kuusamo,65.9667,29.1833,-1.98,93,100,3.6,FI,1733693335
408,santo antonio do ica,-3.1022,-67.9397,24.11,97,98,1.32,BR,1733693337
409,quellon,-43.1167,-73.6167,12.26,61,99,5.0,CL,1733693338
410,timbuktu,16.7735,-3.0074,21.34,11,100,4.76,ML,1733693339
411,mazatlan,23.2167,-106.4167,22.98,74,100,1.34,MX,1733693324
412,kurnool,15.8309,78.0425,23.73,72,100,2.82,IN,1733693342
413,paracatu,-17.2222,-46.8747,27.66,54,38,1.62,BR,1733693343
414,puerto lempira,15.2667,-83.7667,28.08,74,75,5.14,HN,1733693142
415,monkey bay,-14.0728,34.9201,24.21,83,100,4.56,MW,1733693345
416,kirensk,57.7853,108.1119,-10.2,94,100,2.72,RU,1733693346
417,bubaque,11.2833,-15.8333,26.95,61,100,4.93,GW,1733693347
418,nova vicosa,-17.8919,-39.3719,26.32,77,68,4.98,BR,1733693350
419,zaragoza,41.6561,-0.8773,8.25,63,75,10.29,ES,1733693070
420,quibdo,5.6947,-76.6611,30.19,74,20,4.47,CO,1733693352
421,kuching,1.55,110.3333,27.23,93,40,1.03,MY,1733693353
422,mitu,1.1983,-70.1733,27.58,61,92,0.85,CO,1733693351
423,hoopeston,40.4673,-87.6684,14.44,48,4,5.66,US,1733693355
424,broome,42.2506,-75.833,6.49,77,100,4.63,US,1733693356
425,yakakent,41.6325,35.5289,12.39,74,32,5.19,TR,1733693358
426,santa rosalia,27.3167,-112.2833,20.84,41,0,2.77,MX,1733693359
427,magnolia,33.2671,-93.2393,12.71,100,100,3.15,US,1733693147
428,nieuw amsterdam,5.8833,-55.0833,26.38,80,27,5.18,SR,1733693362
429,moissala,8.3404,17.7663,25.78,29,99,2.28,TD,1733693363
430,tambacounda,13.7539,-13.7586,26.03,53,0,2.06,SN,1733693364
431,kavieng,-2.5744,150.7967,27.59,80,92,5.14,PG,1733693365
432,vila franca do campo,37.7167,-25.4333,18.27,99,94,4.43,PT,1733693366
433,balotra,25.8333,72.2333,13.6,24,0,2.26,IN,1733693368
434,manta,-0.95,-80.7333,26.88,69,100,5.95,EC,1733693369
435,araguaina,-7.1911,-48.2072,29.83,48,78,2.69,BR,1733693370
436,forster,-32.1667,152.5167,21.88,100,100,4.41,AU,1733693371
437,mirnyy,62.5353,113.9611,-25.96,100,99,1.75,RU,1733693372
438,manismata,-2.4667,111.0333,24.55,98,99,1.19,ID,1733693373
439,rostovka,55.3842,71.8891,-24.55,100,54,1.51,RU,1733693375
440,at taj,24.2049,23.2857,12.17,51,0,1.46,LY,1733693376
441,salinopolis,-0.6136,-47.3561,27.28,79,100,5.22,BR,1733693377
442,umba,66.6871,34.3429,-1.14,90,99,6.62,RU,1733693378
443,urengoy,65.9667,78.3667,-14.69,90,100,6.51,RU,1733693379
444,luanda,-8.8368,13.2343,27.0,89,75,2.06,AO,1733693222
445,bonthe,7.5264,-12.505,26.26,75,75,3.28,SL,1733693381
446,mahanoro,-19.9,48.8,23.69,80,21,0.62,MG,1733693382
447,campobasso,41.6333,14.5833,5.87,94,100,3.16,IT,1733693383
448,aykhal,66.0,111.5,-33.04,100,96,1.97,RU,1733693384
449,kuala belait,4.5833,114.1833,26.08,87,100,1.71,BN,1733693386
450,quatre cocos,-20.2078,57.7625,25.06,82,97,0.84,MU,1733693387
451,jaranwala,31.3333,73.4333,11.11,30,0,3.03,PK,1733693388
452,floro,61.5996,5.0328,0.98,93,12,3.09,NO,1733693389
453,seydi,39.4816,62.9137,-2.43,51,0,5.34,TM,1733693390
454,barnaul,53.3606,83.7636,-13.6,78,75,3.0,RU,1733693391
455,knyaze-volkonskoye,48.4642,135.4567,-17.81,99,76,1.73,RU,1733693392
456,vilyuchinsk,52.9306,158.4028,-1.85,92,100,4.39,RU,1733693208
457,sur,22.5667,59.5289,23.69,41,100,6.9,OM,1733693394
458,grand gaube,-20.0064,57.6608,24.65,88,81,1.46,MU,1733693396
459,villajoyosa,38.5075,-0.2335,13.49,39,0,13.55,ES,1733693397
460,bloomfield,40.8068,-74.1854,12.14,46,0,6.69,US,1733693299
461,arno,60.1167,18.6333,0.2,89,100,2.53,SE,1733693399
462,mastic beach,40.7668,-72.8521,11.16,56,0,3.09,US,1733693400
463,acapulco de juarez,16.8634,-99.8901,29.9,58,40,4.63,MX,1733693401
464,saint-francois,46.4154,3.9054,5.69,94,100,4.12,FR,1733693402
465,coeur d'alene,47.6777,-116.7805,2.65,92,100,1.54,US,1733693403
466,ust'-ilimsk,58.0006,102.6619,-13.83,96,100,2.4,RU,1733693404
467,owando,-0.4819,15.8999,24.13,70,25,1.11,CG,1733693405
468,antonio enes,-16.2325,39.9086,26.25,88,5,1.8,MZ,1733693407
469,tondano,1.3038,124.9112,20.05,89,99,0.5,ID,1733693408
470,grande prairie,55.1667,-118.8027,-0.9,80,75,4.12,CA,1733693148
471,tolstoy-yurt,43.4444,45.7722,5.18,81,100,0.0,RU,1733693410
472,cheremshan,54.6667,51.5,-6.21,49,100,5.42,RU,1733693411
473,puerto penasco,31.3167,-113.5333,23.99,70,0,2.57,MX,1733693400
474,puerto real,36.5282,-6.1901,9.07,63,0,6.31,ES,1733693298
475,andkhoy,36.9529,65.1238,-0.59,68,1,2.95,AF,1733693415
476,lago da pedra,-4.3333,-45.1667,29.13,56,89,2.76,BR,1733693416
477,tutoia,-2.7619,-42.2744,26.9,83,100,5.32,BR,1733693417
478,puerto santa,-8.9906,-78.6456,19.94,85,100,4.87,PE,1733693418
479,ylitornio,66.3089,23.6773,-5.74,89,20,1.68,FI,1733693419
480,tabou,4.423,-7.3528,26.49,81,71,3.07,CI,1733693420
481,beyneu,45.3167,55.2,-1.77,78,8,6.68,KZ,1733693421
482,belyy yar,53.6039,91.3903,-8.06,79,75,4.0,RU,1733693423
483,malango,-2.9627,119.9001,20.33,89,100,1.13,ID,1733693425
484,amos,48.5669,-78.1162,-13.8,97,100,1.83,CA,1733693426
485,franklin,39.9667,-83.0166,13.35,50,20,6.69,US,1733693288
486,turpan,42.9333,89.1667,-3.03,82,61,1.15,CN,1733693428
487,annau,37.8876,58.516,-0.28,69,20,7.2,TM,1733693429
488,dakhla,23.6848,-15.958,19.01,100,98,5.14,EH,1733693430
489,itanhaem,-24.1831,-46.7889,22.71,96,100,2.21,BR,1733693432
490,purificacion,3.8587,-74.9313,28.91,73,6,0.76,CO,1733693433
491,shalqar,47.8333,59.6,-7.35,59,69,2.94,KZ,1733693435
492,windhoek,-22.5594,17.0832,25.79,38,94,2.24,NA,1733693436
493,juan griego,11.0817,-63.9655,26.46,79,100,5.61,VE,1733693437
494,atar,20.5169,-13.0499,19.94,11,74,2.64,MR,1733693438
495,forio,40.7342,13.8646,13.51,71,96,8.63,IT,1733693439
496,kencong,-8.2833,113.3667,24.88,93,100,1.62,ID,1733693440
497,olinda,-8.0089,-34.8553,27.85,69,40,5.14,BR,1733693404
498,altai,46.3722,96.2583,-14.2,63,84,0.17,MN,1733693442
499,island harbour,50.724,-1.2758,8.88,70,100,4.47,GB,1733693443
500,amga,60.8953,131.9608,-25.67,100,97,1.1,RU,1733693445
501,viedma,-40.8135,-62.9967,25.98,13,19,5.06,AR,1733693446
502,vila velha,-20.3297,-40.2925,27.19,83,0,4.63,BR,1733693032
503,st. john's,47.5649,-52.7093,-2.14,80,75,3.09,CA,1733693426
504,estes park,40.3772,-105.5217,8.2,34,43,7.6,US,1733693338
505,shalkar,47.8288,59.6258,-7.4,60,66,2.94,KZ,1733693450
506,sittwe,20.15,92.9,20.64,76,78,2.87,MM,1733693451
507,makokou,0.5738,12.8642,23.42,84,100,1.44,GA,1733693452
508,polyarnyy,69.1989,33.4478,-1.01,88,100,9.04,RU,1733693454
509,gorontalo,0.5412,123.0595,24.79,94,100,1.12,ID,1733693455
510,neftcala,39.3742,49.2472,11.57,78,100,3.11,AZ,1733693456
511,naliya,23.2667,68.8333,17.91,24,25,4.86,IN,1733693457
512,portland,45.5234,-122.6762,9.99,92,75,3.09,US,1733692936
513,mendi,-6.1761,143.6513,16.74,87,94,0.47,PG,1733693459
514,mili,6.0815,171.735,28.35,82,35,10.38,MH,1733693460
515,ixtapa,20.7,-105.2,26.79,69,75,5.14,MX,1733693463
516,embi,48.8264,58.1442,-7.93,55,85,2.97,KZ,1733693464
517,kurunegala,7.4863,80.3623,21.75,92,77,1.29,LK,1733693465
518,tsiombe,-25.3,45.4833,23.47,83,67,5.77,MG,1733693466
519,kapenguria,1.2511,35.0895,13.62,64,10,1.93,KE,1733693469
520,chui,-33.6971,-53.4616,13.53,61,0,3.92,UY,1733693470
521,livingstone,-17.8419,25.8543,22.55,62,71,0.91,ZM,1733693471
522,al kharijah,25.4514,30.5464,15.26,35,0,3.66,EG,1733693472
523,piacabucu,-10.4056,-36.4344,25.64,78,0,5.4,BR,1733693473
524,coahuayana de hidalgo,18.7,-103.6583,29.38,65,100,2.74,MX,1733693474
525,aykol,38.1751,77.2132,-2.19,57,99,1.8,CN,1733693476
526,kon tum,14.35,108.0,19.67,86,97,1.46,VN,1733693478
527,bokani,9.4333,5.2,23.33,31,27,1.87,NG,1733693479
528,kirkland lake,48.1446,-80.0377,-10.84,79,98,3.09,CA,1733693480
529,huarmey,-10.0681,-78.1522,21.45,81,63,5.3,PE,1733693481
530,wigton,54.8248,-3.1611,6.04,79,100,8.02,GB,1733693482
531,najran,17.4924,44.1277,12.29,47,7,0.54,SA,1733693483
532,peterhead,57.5058,-1.7981,8.12,66,93,8.67,GB,1733693485
533,yarmouth,41.7057,-70.2286,7.19,65,0,2.06,US,1733693486
534,hotan,37.0997,79.9269,-2.11,55,100,1.69,CN,1733693487
535,darwin,-12.4611,130.8418,24.99,94,75,2.57,AU,1733693488
536,mendota,36.7536,-120.3816,17.03,47,97,2.84,US,1733693489
537,fort saskatchewan,53.7168,-113.2187,0.43,86,100,2.06,CA,1733693490
538,karakol,42.4907,78.3936,-12.3,88,100,3.81,KG,1733693491
539,san jose del cabo,23.0589,-109.6977,27.16,33,100,4.12,MX,1733693492
540,itaituba,-4.2761,-55.9836,31.09,66,20,1.03,BR,1733693493
541,vadso,70.0744,29.7487,1.09,86,20,8.23,NO,1733693494
542,kirakira,-10.4544,161.9205,28.97,76,87,2.17,SB,1733693496
543,nantucket,41.2835,-70.0995,8.06,66,0,9.26,US,1733693497
544,kuvshinovo,57.0295,34.1725,-0.23,97,100,2.13,RU,1733693498
545,igarka,67.4667,86.5833,-12.58,94,100,4.93,RU,1733693499
546,piton saint-leu,-21.2196,55.3151,22.44,73,100,2.06,RE,1733693500
547,brandon,27.9378,-82.2859,24.48,54,0,0.89,US,1733693501
548,kandahar,31.0,65.75,1.65,39,0,2.2,AF,1733693502
549,ad dilam,23.9915,47.1627,19.19,39,3,2.58,SA,1733693503
550,tadine,-21.55,167.8833,26.77,64,13,2.81,NC,1733693504
551,maceio,-9.6658,-35.7353,26.69,78,40,4.63,BR,1733693445
552,thakhek,17.4103,104.8307,15.63,91,37,1.42,LA,1733693507
553,moyynkum,44.2914,72.9469,-6.65,77,0,1.69,KZ,1733693508
554,sola,-13.8833,167.55,29.37,70,75,2.06,VU,1733693509
555,ezhva,61.8128,50.7283,-7.12,93,40,2.0,RU,1733693511
556,tvoroyri,61.5556,-6.8111,5.89,69,15,7.68,FO,1733693512
557,labuan,5.2767,115.2417,26.2,94,20,0.0,MY,1733693513
558,guerrero negro,27.9769,-114.0611,22.51,39,0,5.54,MX,1733693514
559,nouadhibou,20.931,-17.0347,23.99,31,100,4.63,MR,1733693516
560,ola,59.5833,151.2833,-11.0,78,93,5.53,RU,1733693517
561,olney,39.1532,-77.0669,15.32,44,0,4.12,US,1733693363
562,beboto,8.2668,16.939,23.14,30,81,1.65,TD,1733693519
563,semey,50.4111,80.2275,-15.29,94,100,3.61,KZ,1733693520
564,sarykemer,43.0,71.5,-14.29,88,14,1.25,KZ,1733693521
565,fengxiang,47.5833,130.8333,-16.88,88,8,2.96,CN,1733693523
566,skelleftea,64.7507,20.9528,1.2,98,0,4.12,SE,1733693524
567,la huerta,19.4667,-104.65,26.53,71,100,2.16,MX,1733693525
568,valdivia,-39.8142,-73.2459,19.05,46,5,3.22,CL,1733693194
569,sao vicente,-23.9631,-46.3919,22.98,26,100,1.03,BR,1733693527
570,gebeit,21.0667,36.3167,18.68,77,77,2.62,SD,1733693528
571,iguape,-24.7081,-47.5553,21.89,96,100,1.53,BR,1733693532
572,slavsk,55.0425,21.677,3.0,93,100,4.96,RU,1733693533
